net,length_um
_00119_,4.425
_00137_,4.425
_01022_,4.425
_01381_,4.42
_01495_,4.42
_01553_,4.42
_01873_,4.42
_01938_,4.42
_01983_,4.42
_01996_,4.42
_01997_,4.42
_02047_,4.42
_02048_,4.42
_02095_,4.42
_02113_,4.42
_02115_,4.42
_02131_,4.42
_02182_,4.42
_02204_,4.42
_02285_,4.42
_02351_,4.42
_02380_,4.42
_02397_,4.42
_02414_,4.42
_02421_,4.42
_02434_,4.42
_02470_,4.42
_02529_,4.42
_02541_,4.42
_02568_,4.42
_02594_,4.42
_02618_,4.42
_03226_,4.42
_03738_,4.42
_03753_,4.42
_03765_,4.42
_03982_,4.42
_04548_,4.42
_04687_,4.42
_04803_,4.42
_04830_,4.42
_04835_,4.42
_04872_,4.42
_04917_,4.42
_04967_,4.42
_05075_,4.42
_05109_,4.42
_05112_,4.42
_05116_,4.42
_00681_,4.405
_01048_,4.405
result[0],4.39
result[10],4.39
result[12],4.39
result[14],4.39
result[16],4.39
result[18],4.39
result[22],4.39
result[24],4.39
result[26],4.39
result[2],4.39
result[30],4.39
result[4],4.39
result[6],4.39
result[8],4.39
_00143_,4.385
_00212_,4.385
_00289_,4.385
_00671_,4.385
_00960_,4.385
_03240_,4.375
_01532_,4.36
_01909_,4.36
_01982_,4.36
_02232_,4.36
_02267_,4.36
_02389_,4.36
_02616_,4.36
_02684_,4.36
_02876_,4.36
_03594_,4.36
_03712_,4.36
_03766_,4.36
_04393_,4.36
_04524_,4.36
_04543_,4.36
_04582_,4.36
_04940_,4.36
_01338_,4.34
_01468_,4.34
_01880_,4.34
_02009_,4.34
_02057_,4.34
_02072_,4.34
_02090_,4.34
_02128_,4.34
_02242_,4.34
_02346_,4.34
_02361_,4.34
_02376_,4.34
_02378_,4.34
_02386_,4.34
_02412_,4.34
_02459_,4.34
_02561_,4.34
_02619_,4.34
_02625_,4.34
_03015_,4.34
_03241_,4.34
_03640_,4.34
_03671_,4.34
_03739_,4.34
_03754_,4.34
_03916_,4.34
_03975_,4.34
_04620_,4.34
_04827_,4.34
_04866_,4.34
_04904_,4.34
_04951_,4.34
_04981_,4.34
_05074_,4.34
_05105_,4.34
_00909_,4.335
_00488_,4.265
_00830_,4.265
_00887_,4.265
_00320_,4.26
_01038_,4.26
_00121_,4.24
_00361_,4.24
_00496_,4.24
_00515_,4.24
_02225_,4.24
_02791_,4.24
_04174_,4.24
_02352_,4.22
_02375_,4.22
_02475_,4.22
_03219_,4.22
_03339_,4.22
_03749_,4.22
_04365_,4.22
_00508_,4.165
_00550_,4.165
_00628_,4.165
_00698_,4.165
_00817_,4.165
_00858_,4.165
_00881_,4.165
_00902_,4.165
_00966_,4.165
_00472_,4.145
_01068_,4.145
_01387_,4.14
_03062_,4.14
_03669_,4.14
_04133_,4.14
_00047_,4.125
_00342_,4.125
_00693_,4.125
_01539_,4.12
_04395_,4.12
_04573_,4.12
_01706_,4.1
_00996_,4.095
_03563_,4.05
_00763_,4.045
_01584_,4.02
_01741_,4.02
_02789_,4.02
_02911_,4.02
_02939_,4.02
_03958_,4.02
_04065_,4.02
_04250_,4.02
_04484_,4.02
_04564_,4.02
_04661_,4.02
_01113_,4
_01592_,4
_01610_,4
_01782_,4
_02003_,4
_02050_,4
_02059_,4
_02100_,4
_02248_,4
_02282_,4
_02450_,4
_02463_,4
_02520_,4
_02559_,4
_02565_,4
_02611_,4
_02660_,4
_02849_,4
_02976_,4
_02982_,4
_03317_,4
_03348_,4
_03364_,4
_03676_,4
_03904_,4
_03918_,4
_04164_,4
_04505_,4
_04547_,4
_04632_,4
_04776_,4
_05096_,4
_01830_,3.98
_02053_,3.98
_04579_,3.98
_04877_,3.98
_00123_,3.965
_00007_,3.925
_00008_,3.925
_00292_,3.925
_00446_,3.925
_00764_,3.925
_00809_,3.925
_00834_,3.925
_00934_,3.925
_01008_,3.925
_01040_,3.925
_01688_,3.9
_01770_,3.9
_01778_,3.9
_02116_,3.9
_02348_,3.9
_02596_,3.9
_02664_,3.9
_03449_,3.9
_04432_,3.9
_04510_,3.9
_04839_,3.9
_05022_,3.9
_05062_,3.9
_01447_,3.88
_01478_,3.88
_01587_,3.88
_01656_,3.88
_01668_,3.88
_01691_,3.88
_01756_,3.88
_01894_,3.88
_02007_,3.88
_02070_,3.88
_02230_,3.88
_02379_,3.88
_02415_,3.88
_02471_,3.88
_02532_,3.88
_02558_,3.88
_02630_,3.88
_02863_,3.88
_03337_,3.88
_03373_,3.88
_03631_,3.88
_03736_,3.88
_03940_,3.88
_03969_,3.88
_04115_,3.88
_04146_,3.88
_04404_,3.88
_04560_,3.88
_04711_,3.88
_04818_,3.88
_04853_,3.88
_04910_,3.88
_04983_,3.88
_05004_,3.88
_05007_,3.88
_05024_,3.88
_00266_,3.865
_00631_,3.86
_00110_,3.805
_00202_,3.805
_00419_,3.805
_00692_,3.805
_00732_,3.805
_00849_,3.805
_00962_,3.805
_00988_,3.805
_01076_,3.805
_00445_,3.8
_00469_,3.8
_00522_,3.8
_00188_,3.785
_00593_,3.785
_00130_,3.78
_00191_,3.78
_00218_,3.78
_00381_,3.78
_00414_,3.78
_00694_,3.78
_00970_,3.78
_02112_,3.78
_02505_,3.78
_03080_,3.78
_03925_,3.78
_01882_,3.76
_02058_,3.76
_02065_,3.76
_02162_,3.76
_02438_,3.76
_02106_,3.74
_02367_,3.74
_00024_,3.705
_00111_,3.705
_00290_,3.705
_00406_,3.705
_00412_,3.705
_00574_,3.705
_00993_,3.705
_00059_,3.685
_00397_,3.685
_00715_,3.685
_01067_,3.685
_03410_,3.68
_03646_,3.68
_00927_,3.66
_02796_,3.66
_03073_,3.66
_04390_,3.64
_04401_,3.64
_00365_,3.635
_00462_,3.625
_00434_,3.605
_00229_,3.585
_00298_,3.585
_03301_,3.58
_01259_,3.56
_01502_,3.56
_02932_,3.56
_03175_,3.56
_03470_,3.56
_03620_,3.56
_04144_,3.56
_04435_,3.56
_04552_,3.56
_01712_,3.54
_01715_,3.54
_01919_,3.54
_01921_,3.54
_01990_,3.54
_02200_,3.54
_02309_,3.54
_02472_,3.54
_02511_,3.54
_02631_,3.54
_02643_,3.54
_03058_,3.54
_03100_,3.54
_03123_,3.54
_03156_,3.54
_03245_,3.54
_03288_,3.54
_03546_,3.54
_03597_,3.54
_03626_,3.54
_03755_,3.54
_03824_,3.54
_04082_,3.54
_04122_,3.54
_04187_,3.54
_04206_,3.54
_04328_,3.54
_04520_,3.54
_04526_,3.54
_04640_,3.54
_04731_,3.54
_04805_,3.54
_04921_,3.54
_04927_,3.54
_04929_,3.54
_04941_,3.54
_04957_,3.54
_04979_,3.54
_04989_,3.54
_04997_,3.54
_05039_,3.54
_05066_,3.54
_05113_,3.54
_02512_,3.52
_02521_,3.52
_04933_,3.52
_00512_,3.515
_00765_,3.515
_00099_,3.505
_00184_,3.505
_00217_,3.505
_00277_,3.505
_00519_,3.505
_00714_,3.505
_00779_,3.505
_00883_,3.505
_00900_,3.505
_00275_,3.465
_00315_,3.465
_00372_,3.465
_00411_,3.465
_00460_,3.465
_00494_,3.465
_00688_,3.465
_00696_,3.465
_00703_,3.465
_00706_,3.465
_00725_,3.465
_00757_,3.465
_00820_,3.465
_00831_,3.465
_00840_,3.465
_01002_,3.465
_00796_,3.44
_01834_,3.44
_01847_,3.44
_01851_,3.44
_02075_,3.44
_02164_,3.44
_02297_,3.44
_02310_,3.44
_02456_,3.44
_02480_,3.44
_02640_,3.44
_02641_,3.44
_04126_,3.44
_04525_,3.44
_04664_,3.44
_04888_,3.44
_04934_,3.44
_05070_,3.44
_05077_,3.44
_01100_,3.42
_01444_,3.42
_01501_,3.42
_01984_,3.42
_02064_,3.42
_02078_,3.42
_02087_,3.42
_02175_,3.42
_02228_,3.42
_02299_,3.42
_02312_,3.42
_02495_,3.42
_02613_,3.42
_02626_,3.42
_02669_,3.42
_02838_,3.42
_02845_,3.42
_02903_,3.42
_02990_,3.42
_03025_,3.42
_03049_,3.42
_03079_,3.42
_03093_,3.42
_03393_,3.42
_03762_,3.42
_03801_,3.42
_04237_,3.42
_04305_,3.42
_04512_,3.42
_04574_,3.42
_04752_,3.42
_04863_,3.42
_04883_,3.42
_04914_,3.42
_04954_,3.42
_04974_,3.42
_04978_,3.42
_05041_,3.42
_05061_,3.42
_05088_,3.42
_05107_,3.42
_00675_,3.405
_00961_,3.405
_00701_,3.375
_00005_,3.345
_00062_,3.345
_00214_,3.345
_00273_,3.345
_00341_,3.345
_00497_,3.345
_00707_,3.345
_00828_,3.345
_00850_,3.345
_01025_,3.345
_01062_,3.345
_00168_,3.34
_00444_,3.34
_00556_,3.34
_00371_,3.32
_00506_,3.32
_00523_,3.32
_00581_,3.32
_00592_,3.32
_00605_,3.32
_00770_,3.32
_00912_,3.32
_00929_,3.32
_01467_,3.32
_02985_,3.32
_03713_,3.3
_04021_,3.3
_00067_,3.245
_00205_,3.245
_00234_,3.245
_00296_,3.245
_00326_,3.245
_00467_,3.245
_00505_,3.245
_00521_,3.245
_00734_,3.245
_00942_,3.245
_00010_,3.225
_00053_,3.225
_00149_,3.225
_00308_,3.225
_00353_,3.225
_00708_,3.225
_00837_,3.225
_01339_,3.22
_02934_,3.22
_03116_,3.22
_03709_,3.22
_04040_,3.22
_04428_,3.22
_04465_,3.22
_00396_,3.2
_03039_,3.2
_03279_,3.18
_03638_,3.18
_00087_,3.175
_00092_,3.175
_00424_,3.175
_00442_,3.175
_00557_,3.175
_01018_,3.175
_00065_,3.145
_00615_,3.145
_00352_,3.125
_02826_,3.1
_03070_,3.1
_03308_,3.1
_03430_,3.1
_03570_,3.1
_03694_,3.1
_03861_,3.1
_03864_,3.1
_03998_,3.1
_04083_,3.1
_04131_,3.1
_04135_,3.1
_04210_,3.1
_04238_,3.1
_04359_,3.1
_04485_,3.1
_04541_,3.1
_04595_,3.1
_04606_,3.1
_04647_,3.1
_04649_,3.1
_04655_,3.1
_04717_,3.1
_04725_,3.1
_04748_,3.1
_01517_,3.08
_01581_,3.08
_01598_,3.08
_02061_,3.08
_02101_,3.08
_02213_,3.08
_02409_,3.08
_02509_,3.08
_02771_,3.08
_02794_,3.08
_02835_,3.08
_02871_,3.08
_02953_,3.08
_03037_,3.08
_03124_,3.08
_03148_,3.08
_03269_,3.08
_03323_,3.08
_03329_,3.08
_03330_,3.08
_03351_,3.08
_03437_,3.08
_03462_,3.08
_03519_,3.08
_03680_,3.08
_03723_,3.08
_03926_,3.08
_03938_,3.08
_03939_,3.08
_03991_,3.08
_04005_,3.08
_04140_,3.08
_04171_,3.08
_04361_,3.08
_04450_,3.08
_04532_,3.08
_04623_,3.08
_04634_,3.08
_04766_,3.08
_04859_,3.08
_04868_,3.08
_04870_,3.08
_04916_,3.08
_04960_,3.08
_04970_,3.08
_04980_,3.08
_04990_,3.08
_04999_,3.08
_05071_,3.08
_04048_,3.06
_04367_,3.06
_00807_,3.055
_00908_,3.055
_00945_,3.055
_00108_,3.045
_00351_,3.045
_00750_,3.045
_00853_,3.045
_00044_,3.005
_00085_,3.005
_00192_,3.005
_00222_,3.005
_00285_,3.005
_00431_,3.005
_00449_,3.005
_00687_,3.005
_00730_,3.005
_00753_,3.005
_00802_,3.005
_00814_,3.005
_00818_,3.005
_00894_,3.005
_00975_,3.005
_01046_,3.005
_00836_,2.98
_01135_,2.98
_01941_,2.98
_01994_,2.98
_02141_,2.98
_02377_,2.98
_02420_,2.98
_02477_,2.98
_02483_,2.98
_02642_,2.98
_02675_,2.98
_03759_,2.98
_04073_,2.98
_04331_,2.98
_04909_,2.98
_04947_,2.98
_05026_,2.98
_01670_,2.96
_01718_,2.96
_01935_,2.96
_01952_,2.96
_02042_,2.96
_02110_,2.96
_02236_,2.96
_02314_,2.96
_02360_,2.96
_02371_,2.96
_02390_,2.96
_02426_,2.96
_02574_,2.96
_02633_,2.96
_02646_,2.96
_02662_,2.96
_03031_,2.96
_03325_,2.96
_03605_,2.96
_03701_,2.96
_03856_,2.96
_03996_,2.96
_03999_,2.96
_04116_,2.96
_04455_,2.96
_04558_,2.96
_04648_,2.96
_04660_,2.96
_04670_,2.96
_04683_,2.96
_04689_,2.96
_04889_,2.96
_04942_,2.96
_04969_,2.96
_04975_,2.96
_04998_,2.96
_05053_,2.96
_05085_,2.96
_05100_,2.96
_05108_,2.96
_00548_,2.955
_00658_,2.955
_00176_,2.945
_00382_,2.945
_00480_,2.945
_00559_,2.945
_00600_,2.945
_00633_,2.945
_00879_,2.945
_00935_,2.945
_01042_,2.945
_01491_,2.89
_00063_,2.885
_00074_,2.885
_00166_,2.885
_00181_,2.885
_00245_,2.885
_00466_,2.885
_00492_,2.885
_00686_,2.885
_00780_,2.885
_00789_,2.885
_00798_,2.885
_00801_,2.885
_00856_,2.885
_00869_,2.885
_00941_,2.885
_00953_,2.885
_00954_,2.885
_00022_,2.88
_00104_,2.88
_00208_,2.88
_00236_,2.88
_00241_,2.88
_00284_,2.88
_00398_,2.88
_00562_,2.88
_00580_,2.88
_00728_,2.88
_00786_,2.88
_00792_,2.88
_00794_,2.88
_00824_,2.88
_00833_,2.88
_00838_,2.88
_00946_,2.88
_00995_,2.88
_01054_,2.88
_00012_,2.86
_00034_,2.86
_00080_,2.86
_00438_,2.86
_00990_,2.86
_02383_,2.84
_02536_,2.84
_03017_,2.84
_03179_,2.84
_03396_,2.84
_03750_,2.84
_04207_,2.84
_04232_,2.84
_04288_,2.84
_04685_,2.84
_00333_,2.835
_00587_,2.835
_00773_,2.835
_01044_,2.835
_00032_,2.785
_00223_,2.785
_00274_,2.785
_00287_,2.785
_00291_,2.785
_00307_,2.785
_00344_,2.785
_00455_,2.785
_00530_,2.785
_00629_,2.785
_00649_,2.785
_00682_,2.785
_00699_,2.785
_00735_,2.785
_00736_,2.785
_00790_,2.785
_00799_,2.785
_00816_,2.785
_00827_,2.785
_00885_,2.785
_00898_,2.785
_01081_,2.785
_00169_,2.765
_00754_,2.765
_00937_,2.765
_01370_,2.76
_01560_,2.76
_02776_,2.76
_02885_,2.76
_03232_,2.76
_03417_,2.76
_03796_,2.76
_03974_,2.76
_04033_,2.76
_04442_,2.76
_02821_,2.74
_03233_,2.74
_03647_,2.74
_03231_,2.72
_00157_,2.715
_00170_,2.715
_00204_,2.715
_00233_,2.715
_00370_,2.715
_00399_,2.715
_00402_,2.715
_00433_,2.715
_00563_,2.715
_00572_,2.715
_00573_,2.715
_00618_,2.715
_00647_,2.715
_00650_,2.715
_00678_,2.715
_00752_,2.715
_00826_,2.715
_00874_,2.715
_00906_,2.715
_00981_,2.715
_00989_,2.715
_01017_,2.715
_00006_,2.705
_00016_,2.705
_00179_,2.705
_00319_,2.705
_00354_,2.705
_00393_,2.705
_00408_,2.705
_00553_,2.705
_00866_,2.705
_00863_,2.665
_01398_,2.64
_01632_,2.64
_02722_,2.64
_02844_,2.64
_02963_,2.64
_03099_,2.64
_03139_,2.64
_03318_,2.64
_03633_,2.64
_03872_,2.64
_03945_,2.64
_04088_,2.64
_04245_,2.64
_04454_,2.64
_04503_,2.64
_04702_,2.64
_04785_,2.64
_01089_,2.62
_01101_,2.62
_01117_,2.62
_01309_,2.62
_01396_,2.62
_01686_,2.62
_01930_,2.62
_01999_,2.62
_02027_,2.62
_02102_,2.62
_02126_,2.62
_02149_,2.62
_02179_,2.62
_02303_,2.62
_02316_,2.62
_02329_,2.62
_02338_,2.62
_02547_,2.62
_02724_,2.62
_02805_,2.62
_02877_,2.62
_03007_,2.62
_03050_,2.62
_03171_,2.62
_03191_,2.62
_03336_,2.62
_03356_,2.62
_03388_,2.62
_03403_,2.62
_03490_,2.62
_03504_,2.62
_03665_,2.62
_03726_,2.62
_03846_,2.62
_03933_,2.62
_04029_,2.62
_04084_,2.62
_04226_,2.62
_04372_,2.62
_04394_,2.62
_04487_,2.62
_04553_,2.62
_04587_,2.62
_04662_,2.62
_04668_,2.62
_04695_,2.62
_04849_,2.62
_04919_,2.62
_04992_,2.62
_05064_,2.62
_00055_,2.595
_00066_,2.595
_00079_,2.595
_00200_,2.595
_00243_,2.595
_00498_,2.595
_00549_,2.595
_00566_,2.595
_00588_,2.595
_00747_,2.595
_00923_,2.595
_00955_,2.595
_00250_,2.585
_00335_,2.585
_00603_,2.585
_00156_,2.545
_00161_,2.545
_00207_,2.545
_00215_,2.545
_00216_,2.545
_00263_,2.545
_00268_,2.545
_00282_,2.545
_00283_,2.545
_00312_,2.545
_00362_,2.545
_00428_,2.545
_00485_,2.545
_00489_,2.545
_00490_,2.545
_00491_,2.545
_00528_,2.545
_00575_,2.545
_00619_,2.545
_00632_,2.545
_00666_,2.545
_00716_,2.545
_00737_,2.545
_00742_,2.545
_00775_,2.545
_00832_,2.545
_00842_,2.545
_00868_,2.545
_00889_,2.545
_00897_,2.545
_00913_,2.545
_00932_,2.545
_00956_,2.545
_01013_,2.545
_01015_,2.545
_01029_,2.545
_01053_,2.545
_01056_,2.545
_01111_,2.52
_01575_,2.52
_01701_,2.52
_01819_,2.52
_01832_,2.52
_02016_,2.52
_02026_,2.52
_02035_,2.52
_02046_,2.52
_02169_,2.52
_02325_,2.52
_02413_,2.52
_02460_,2.52
_02496_,2.52
_02592_,2.52
_02607_,2.52
_03247_,2.52
_03689_,2.52
_03744_,2.52
_04025_,2.52
_04820_,2.52
_04899_,2.52
_04925_,2.52
_04932_,2.52
_04944_,2.52
_04946_,2.52
_04952_,2.52
_04964_,2.52
_05072_,2.52
_05120_,2.52
_01487_,2.5
_01533_,2.5
_01605_,2.5
_01616_,2.5
_01729_,2.5
_01745_,2.5
_01807_,2.5
_01869_,2.5
_02077_,2.5
_02145_,2.5
_02274_,2.5
_02342_,2.5
_02411_,2.5
_02458_,2.5
_02494_,2.5
_02506_,2.5
_02567_,2.5
_02582_,2.5
_02644_,2.5
_02650_,2.5
_02683_,2.5
_03085_,2.5
_03140_,2.5
_03453_,2.5
_03514_,2.5
_03560_,2.5
_03650_,2.5
_03748_,2.5
_03756_,2.5
_03912_,2.5
_04121_,2.5
_04123_,2.5
_04216_,2.5
_04223_,2.5
_04231_,2.5
_04726_,2.5
_04817_,2.5
_04826_,2.5
_04911_,2.5
_04928_,2.5
_04938_,2.5
_04955_,2.5
_04962_,2.5
_05002_,2.5
_05049_,2.5
_05101_,2.5
_00132_,2.485
_00134_,2.485
_00147_,2.485
_00174_,2.485
_00232_,2.485
_00235_,2.485
_00253_,2.485
_00295_,2.485
_00349_,2.485
_00379_,2.485
_00380_,2.485
_00422_,2.485
_00440_,2.485
_00447_,2.485
_00454_,2.485
_00527_,2.485
_00569_,2.485
_00610_,2.485
_00638_,2.485
_00645_,2.485
_00657_,2.485
_00667_,2.485
_00674_,2.485
_00702_,2.485
_00718_,2.485
_00744_,2.485
_00806_,2.485
_00823_,2.485
_00825_,2.485
_00865_,2.485
_00891_,2.485
_00914_,2.485
_00917_,2.485
_00959_,2.485
_00971_,2.485
_00976_,2.485
_01007_,2.485
_01012_,2.485
_01014_,2.485
_01047_,2.485
_01065_,2.485
_01087_,2.485
_00788_,2.48
_00481_,2.425
_00755_,2.425
_00784_,2.425
_01072_,2.425
_00177_,2.42
_00180_,2.42
_00182_,2.42
_00238_,2.42
_00240_,2.42
_00305_,2.42
_00309_,2.42
_00317_,2.42
_00318_,2.42
_00328_,2.42
_00368_,2.42
_00429_,2.42
_00473_,2.42
_00478_,2.42
_00487_,2.42
_00551_,2.42
_00564_,2.42
_00565_,2.42
_00586_,2.42
_00654_,2.42
_00662_,2.42
_00665_,2.42
_00726_,2.42
_00756_,2.42
_00762_,2.42
_00783_,2.42
_00882_,2.42
_00884_,2.42
_00915_,2.42
_00916_,2.42
_00944_,2.42
_00947_,2.42
_00977_,2.42
_00983_,2.42
_01028_,2.42
_01061_,2.42
_01064_,2.42
_03589_,2.4
_04918_,2.4
_04930_,2.4
_00031_,2.375
_00086_,2.375
_00133_,2.375
_00194_,2.375
_00280_,2.375
_00404_,2.375
_00413_,2.375
_00450_,2.375
_00465_,2.375
_00676_,2.375
_00829_,2.375
_00964_,2.375
_01011_,2.375
_01019_,2.375
_01021_,2.375
_01026_,2.375
_00026_,2.325
_00041_,2.325
_00131_,2.325
_00209_,2.325
_00256_,2.325
_00272_,2.325
_00286_,2.325
_00294_,2.325
_00313_,2.325
_00452_,2.325
_00456_,2.325
_00517_,2.325
_00531_,2.325
_00585_,2.325
_00591_,2.325
_00607_,2.325
_00644_,2.325
_00713_,2.325
_00724_,2.325
_00768_,2.325
_00808_,2.325
_00844_,2.325
_00940_,2.325
_00950_,2.325
_00979_,2.325
_01043_,2.325
_01069_,2.325
_01639_,2.3
_01705_,2.3
_03533_,2.3
_03541_,2.3
_03612_,2.3
_01549_,2.28
_04411_,2.28
_04443_,2.28
_00014_,2.255
_00043_,2.255
_00069_,2.255
_00075_,2.255
_00091_,2.255
_00107_,2.255
_00114_,2.255
_00138_,2.255
_00164_,2.255
_00338_,2.255
_00356_,2.255
_00360_,2.255
_00441_,2.255
_00474_,2.255
_00532_,2.255
_00595_,2.255
_00611_,2.255
_00659_,2.255
_00684_,2.255
_00782_,2.255
_00787_,2.255
_00852_,2.255
_00943_,2.255
_01033_,2.255
_01034_,2.255
_01045_,2.255
_01055_,2.255
_01058_,2.255
_01070_,2.255
_01264_,2.225
_00888_,2.205
_01202_,2.18
_01748_,2.18
_02825_,2.18
_02834_,2.18
_02907_,2.18
_02920_,2.18
_02955_,2.18
_02965_,2.18
_03310_,2.18
_03346_,2.18
_03416_,2.18
_03535_,2.18
_03917_,2.18
_04161_,2.18
_04270_,2.18
_04478_,2.18
_04654_,2.18
_04688_,2.18
_01107_,2.16
_01352_,2.16
_01441_,2.16
_01566_,2.16
_01674_,2.16
_01732_,2.16
_01735_,2.16
_01773_,2.16
_01940_,2.16
_01998_,2.16
_02083_,2.16
_02192_,2.16
_02246_,2.16
_02300_,2.16
_02320_,2.16
_02322_,2.16
_02328_,2.16
_02430_,2.16
_02498_,2.16
_02543_,2.16
_02552_,2.16
_02554_,2.16
_02556_,2.16
_02569_,2.16
_02572_,2.16
_02654_,2.16
_02812_,2.16
_02900_,2.16
_03130_,2.16
_03255_,2.16
_03258_,2.16
_03306_,2.16
_03471_,2.16
_03485_,2.16
_03491_,2.16
_03505_,2.16
_03526_,2.16
_03618_,2.16
_03686_,2.16
_03740_,2.16
_03816_,2.16
_03821_,2.16
_03876_,2.16
_03897_,2.16
_03947_,2.16
_04026_,2.16
_04034_,2.16
_04103_,2.16
_04152_,2.16
_04170_,2.16
_04246_,2.16
_04266_,2.16
_04277_,2.16
_04325_,2.16
_04386_,2.16
_04409_,2.16
_04418_,2.16
_04474_,2.16
_04479_,2.16
_04499_,2.16
_04511_,2.16
_04533_,2.16
_04682_,2.16
_04703_,2.16
_04730_,2.16
_04771_,2.16
_04781_,2.16
_04961_,2.16
_04988_,2.16
_05000_,2.16
_05001_,2.16
_05019_,2.16
_05035_,2.16
_05052_,2.16
_05110_,2.16
_00060_,2.125
_00279_,2.125
_00634_,2.125
_00771_,2.125
_00899_,2.125
_00930_,2.125
_00974_,2.125
_01659_,2.105
_00002_,2.085
_00017_,2.085
_00029_,2.085
_00030_,2.085
_00036_,2.085
_00037_,2.085
_00040_,2.085
_00052_,2.085
_00058_,2.085
_00106_,2.085
_00113_,2.085
_00139_,2.085
_00142_,2.085
_00167_,2.085
_00227_,2.085
_00228_,2.085
_00230_,2.085
_00264_,2.085
_00265_,2.085
_00271_,2.085
_00336_,2.085
_00359_,2.085
_00482_,2.085
_00542_,2.085
_00558_,2.085
_00577_,2.085
_00582_,2.085
_00594_,2.085
_00597_,2.085
_00609_,2.085
_00620_,2.085
_00635_,2.085
_00653_,2.085
_00656_,2.085
_00689_,2.085
_00743_,2.085
_00761_,2.085
_00766_,2.085
_00767_,2.085
_00797_,2.085
_00846_,2.085
_00859_,2.085
_00862_,2.085
_01010_,2.085
_01035_,2.085
_01073_,2.085
_01085_,2.085
_01086_,2.085
_00201_,2.08
_01857_,2.06
_01859_,2.06
_01865_,2.06
_01878_,2.06
_01951_,2.06
_02011_,2.06
_02019_,2.06
_02063_,2.06
_02138_,2.06
_02143_,2.06
_02167_,2.06
_02209_,2.06
_02278_,2.06
_02364_,2.06
_02372_,2.06
_02403_,2.06
_02419_,2.06
_02429_,2.06
_02433_,2.06
_02451_,2.06
_02452_,2.06
_02497_,2.06
_02525_,2.06
_02563_,2.06
_02581_,2.06
_02674_,2.06
_02676_,2.06
_03758_,2.06
_03760_,2.06
_04847_,2.06
_04891_,2.06
_04898_,2.06
_04902_,2.06
_04956_,2.06
_04958_,2.06
_04963_,2.06
_04994_,2.06
_05006_,2.06
_05017_,2.06
_05121_,2.06
_01362_,2.04
_01407_,2.04
_01449_,2.04
_01535_,2.04
_01649_,2.04
_01993_,2.04
_02254_,2.04
_02425_,2.04
_02492_,2.04
_02499_,2.04
_02636_,2.04
_02862_,2.04
_03155_,2.04
_03163_,2.04
_03577_,2.04
_03871_,2.04
_04221_,2.04
_04311_,2.04
_04569_,2.04
_04699_,2.04
_04880_,2.04
_04906_,2.04
_00430_,2.035
_00980_,2.035
_00004_,2.025
_00042_,2.025
_00045_,2.025
_00064_,2.025
_00073_,2.025
_00077_,2.025
_00089_,2.025
_00095_,2.025
_00127_,2.025
_00135_,2.025
_00159_,2.025
_00165_,2.025
_00172_,2.025
_00178_,2.025
_00187_,2.025
_00193_,2.025
_00261_,2.025
_00262_,2.025
_00267_,2.025
_00270_,2.025
_00314_,2.025
_00316_,2.025
_00324_,2.025
_00325_,2.025
_00331_,2.025
_00345_,2.025
_00346_,2.025
_00348_,2.025
_00373_,2.025
_00374_,2.025
_00378_,2.025
_00386_,2.025
_00388_,2.025
_00400_,2.025
_00405_,2.025
_00448_,2.025
_00458_,2.025
_00471_,2.025
_00475_,2.025
_00476_,2.025
_00493_,2.025
_00499_,2.025
_00526_,2.025
_00544_,2.025
_00545_,2.025
_00547_,2.025
_00555_,2.025
_00560_,2.025
_00571_,2.025
_00578_,2.025
_00599_,2.025
_00601_,2.025
_00608_,2.025
_00612_,2.025
_00613_,2.025
_00637_,2.025
_00639_,2.025
_00663_,2.025
_00672_,2.025
_00690_,2.025
_00700_,2.025
_00704_,2.025
_00749_,2.025
_00769_,2.025
_00772_,2.025
_00774_,2.025
_00785_,2.025
_00800_,2.025
_00811_,2.025
_00841_,2.025
_00847_,2.025
_00855_,2.025
_00867_,2.025
_00873_,2.025
_00907_,2.025
_00911_,2.025
_00924_,2.025
_00928_,2.025
_00938_,2.025
_00939_,2.025
_00949_,2.025
_00958_,2.025
_00963_,2.025
_00965_,2.025
_00967_,2.025
_00992_,2.025
_00999_,2.025
_01001_,2.025
_01024_,2.025
_01084_,2.025
_01548_,2.02
_01644_,1.94
_03769_,1.94
_00013_,1.915
_00050_,1.915
_00056_,1.915
_00117_,1.915
_00120_,1.915
_00310_,1.915
_00337_,1.915
_00407_,1.915
_00513_,1.915
_00624_,1.915
_00697_,1.915
_00926_,1.915
_00948_,1.915
_00994_,1.915
_01027_,1.915
_03443_,1.885
_00020_,1.865
_00027_,1.865
_00046_,1.865
_00076_,1.865
_00078_,1.865
_00116_,1.865
_00122_,1.865
_00128_,1.865
_00145_,1.865
_00151_,1.865
_00162_,1.865
_00163_,1.865
_00189_,1.865
_00206_,1.865
_00210_,1.865
_00220_,1.865
_00257_,1.865
_00281_,1.865
_00293_,1.865
_00357_,1.865
_00358_,1.865
_00375_,1.865
_00395_,1.865
_00435_,1.865
_00443_,1.865
_00453_,1.865
_00524_,1.865
_00568_,1.865
_00570_,1.865
_00579_,1.865
_00598_,1.865
_00602_,1.865
_00621_,1.865
_00630_,1.865
_00641_,1.865
_00648_,1.865
_00652_,1.865
_00655_,1.865
_00669_,1.865
